snapshot_date,rank,name,symbol,market_cap,price,circulating,volume_24h
2024-12-09,36,KASKaspa,KAS,"$4,179,207,084.01",$0.165,"25,323,430,979 KAS","$383,775,010.68"
2024-12-09,35,FETArtificial Superintelligence Alliance,FET,"$4,179,325,480.12",$1.7162,"2,435,284,333 FET *","$815,776,740.51"
2024-12-09,29,POLPOL (ex-MATIC),POL,"$4,886,546,545.69",$0.585,"8,352,687,118 POL","$739,820,673.81"
2024-12-09,34,TAOBittensor,TAO,"$4,434,422,178.30",$600.79,"7,380,936 TAO *","$661,752,337.54"
2024-12-09,27,USDeEthena USDe,USDe,"$5,536,494,286.23",$1.0015,"5,528,350,522 USDe *","$157,535,040.92"
2024-12-09,33,VETVeChain,VET,"$4,597,232,749.16",$0.05677,"80,985,041,177 VET *","$342,619,374.50"
2024-12-09,32,CROCronos,CRO,"$4,626,196,878.08",$0.1741,"26,571,560,696 CRO *","$93,755,971.86"
2024-12-09,31,RENDERRender,RENDER,"$4,635,467,162.25",$8.9541,"517,690,759 RENDER *","$1,712,745,778.30"
2024-12-09,30,ETCEthereum Classic,ETC,"$4,711,052,585.66",$31.43,"149,881,381 ETC","$931,260,251.40"
2024-12-09,42,ALGOAlgorand,ALGO,"$3,479,183,805.59",$0.4187,"8,308,508,450 ALGO *","$785,273,139.27"
2024-12-16,66,FDUSDFirst Digital USD,FDUSD,"$1,851,915,680.17",$0.9985,"1,854,664,027 FDUSD *","$9,166,158,269.11"
2024-12-16,73,BRETTBrett (Based),BRETT,"$1,613,669,840.54",$0.1628,"9,910,236,395 BRETT *","$67,747,693.61"
2024-12-16,72,QNTQuant,QNT,"$1,607,405,377.18",$133.14,"12,072,738 QNT *","$42,743,507.64"
2024-12-16,67,PYTHPyth Network,PYTH,"$1,788,417,599.47",$0.4934,"3,624,988,786 PYTH *","$255,084,392.17"
2024-12-16,74,BEAMBeam,BEAM,"$1,607,859,987.13",$0.0325,"49,466,004,168 BEAM *","$65,142,691.53"
2024-12-16,69,GALAGala,GALA,"$1,759,616,303.41",$0.04806,"36,609,190,118 GALA *","$293,298,704.37"
2024-12-16,68,SANDThe Sandbox,SAND,"$1,744,044,462.65",$0.7176,"2,430,232,126 SAND *","$382,334,966.58"
2024-12-16,70,MKRMaker,MKR,"$1,688,567,934.67","$1,895.68","890,744 MKR *","$137,356,023.49"
2024-12-16,71,FLRFlare,FLR,"$1,638,260,665.42",$0.02992,"54,755,314,900 FLR *","$21,609,720.77"
2024-12-16,65,LDOLido DAO,LDO,"$2,003,416,656.99",$2.2353,"896,268,511 LDO *","$378,686,417.16"
2024-12-16,75,ENSEthereum Name Service,ENS,"$1,593,481,329.94",$45.34,"35,146,905 ENS *","$1,194,807,629.69"
2024-12-16,76,EOSEOS,EOS,"$1,590,670,737.99",$1.0369,"1,534,082,109 EOS *","$302,646,975.87"
2024-12-16,62,WLDWorldcoin,WLD,"$2,230,594,906.46",$2.8626,"779,221,335 WLD *","$457,117,606.63"
2024-12-16,61,SEISei,SEI,"$2,374,453,953.54",$0.5643,"4,207,777,777 SEI *","$301,311,457.18"
2024-12-16,60,RUNETHORChain,RUNE,"$2,392,559,512.07",$6.9582,"343,846,290 RUNE *","$576,950,287.33"
2024-12-16,59,GRTThe Graph,GRT,"$2,630,796,331.34",$0.2755,"9,548,531,509 GRT *","$121,540,220.13"
2024-12-16,58,THETATheta Network,THETA,"$2,718,624,696.64",$2.7186,"1,000,000,000 THETA *","$75,822,757.80"
2024-12-16,57,WIFdogwifhat,WIF,"$2,744,509,105.84",$2.7477,"998,844,833 WIF *","$488,518,288.61"
2024-12-16,56,BONKBonk,BONK,"$2,798,983,950.26",$0.00003696,"75,739,755,818,839 BONK *","$428,616,754.50"
2024-12-16,55,ONDOOndo,ONDO,"$2,804,403,007.30",$2.0179,"1,389,759,838 ONDO *","$512,160,080.18"
2024-12-16,54,INJInjective,INJ,"$2,821,773,298.61",$28.51,"98,970,935 INJ *","$180,482,578.70"
2024-12-16,63,JASMYJasmyCoin,JASMY,"$2,203,471,499.28",$0.04461,"49,394,999,677 JASMY *","$299,916,987.95"
2024-12-16,88,IOTAIOTA,IOTA,"$1,356,119,709.70",$0.3815,"3,554,846,536 IOTA *","$63,552,151.51"
2024-12-16,87,MOVEMovement,MOVE,"$1,398,843,242.57",$0.6217,"2,250,000,000 MOVE *","$474,840,746.49"
2024-12-16,53,TIACelestia,TIA,"$2,995,768,844.16",$6.5821,"455,137,950 TIA *","$238,706,868.34"
2024-12-16,64,FLOKIFLOKI,FLOKI,"$2,180,651,517.94",$0.0002272,"9,598,310,426,848 FLOKI *","$462,664,152.94"
2024-12-16,100,MOGMog Coin,MOG,"$1,171,826,166.66",$0.000003,"390,567,526,433,217 MOG *","$35,830,409.00"
2024-12-16,99,AXSAxie Infinity,AXS,"$1,183,274,333.54",$7.5918,"155,862,464 AXS *","$142,750,055.59"
2024-12-16,98,GTGateToken,GT,"$1,194,742,612.11",$13.47,"88,722,698 GT *","$9,508,737.56"
2024-12-16,97,EGLDMultiversX,EGLD,"$1,244,375,069.92",$44.98,"27,664,776 EGLD *","$71,022,377.31"
2024-12-16,96,XDCXDC Network,XDC,"$1,231,048,382.26",$0.08244,"14,932,919,360 XDC *","$40,640,080.39"
2024-12-16,95,CORECore,CORE,"$1,250,704,500.50",$1.3460,"929,192,348 CORE","$64,925,305.79"
2024-12-16,94,BTTBitTorrent [New],BTT,"$1,255,022,047.34",$0.0000013,"968,246,428,571,000 BTT *","$43,179,999.25"
2024-12-16,93,NEONeo,NEO,"$1,265,601,877.76",$17.94,"70,538,831 NEO *","$59,642,853.58"
2024-12-16,92,AIOZAIOZ Network,AIOZ,"$1,262,313,598.29",$1.1034,"1,143,985,407 AIOZ *","$21,803,527.97"
2024-12-16,51,IMXImmutable,IMX,"$3,059,016,564.62",$1.8050,"1,694,765,880 IMX *","$114,344,653.05"
2024-12-16,77,KAIAKaia,KAIA,"$1,571,285,169.37",$0.2665,"5,895,612,090 KAIA *","$93,593,699.41"
2024-12-16,89,CRVCurve DAO Token,CRV,"$1,343,199,593.80",$1.0718,"1,253,199,078 CRV *","$495,186,945.02"
2024-12-16,86,ARArweave,AR,"$1,412,233,432.49",$21.51,"65,652,466 AR *","$154,437,259.63"
2024-12-16,85,STRKStarknet,STRK,"$1,420,027,357.27",$0.6285,"2,259,283,720 STRK *","$152,513,445.41"
2024-12-16,78,HNTHelium,HNT,"$1,557,259,102.76",$8.9038,"174,898,797 HNT","$73,142,107.93"
2024-12-16,83,JUPJupiter,JUP,"$1,437,153,152.18",$1.0646,"1,350,000,000 JUP *","$131,718,802.88"
2024-12-16,82,AEROAerodrome Finance,AERO,"$1,426,716,767.71",$2.0102,"709,735,388 AERO *","$66,828,181.03"
2024-12-16,81,RAYRaydium,RAY,"$1,485,088,754.02",$5.1049,"290,912,824 RAY *","$105,357,985.37"
2024-12-16,80,XTZTezos,XTZ,"$1,487,925,117.63",$1.4604,"1,018,814,540 XTZ *","$171,721,590.88"
2024-12-16,79,KCSKuCoin Token,KCS,"$1,472,476,360.08",$12.25,"120,225,681 KCS *","$5,670,996.30"
2024-12-16,90,DYDXdYdX (Native),DYDX,"$1,349,026,263.85",$2.0950,"643,931,707 DYDX *","$94,071,057.13"
2024-12-16,84,FLOWFlow,FLOW,"$1,428,126,177.78",$0.921,"1,550,566,852 FLOW *","$110,847,636.74"
2024-12-16,52,VIRTUALVirtuals Protocol,VIRTUAL,"$2,977,738,770.77",$2.9777,"1,000,000,000 VIRTUAL *","$384,787,762.96"
2024-12-16,91,BSVBitcoin SV,BSV,"$1,297,188,781.08",$65.52,"19,798,266 BSV","$84,608,517.04"
2024-12-16,1,BTCBitcoin,BTC,"$2,099,082,571,860.82","$106,029.72","19,797,115BTC","$91,020,417,816.32"
2024-12-16,10,TRXTRON,TRX,"$25,587,394,863.98",$0.2967,"86,237,248,235TRX*","$2,009,690,176.84"
2024-12-16,25,APTAptos,APT,"$7,730,743,114.35",$13.92,"555,279,326 APT *","$500,970,697.31"
2024-12-16,21,UNIUniswap,UNI,"$9,763,768,393.23",$16.26,"600,483,074 UNI *","$621,235,861.94"
2024-12-16,20,PEPEPepe,PEPE,"$9,885,617,441.57",$0.0000235,"420,689,899,999,995PEPE*","$2,596,231,617.72"
2024-12-16,19,BCHBitcoin Cash,BCH,"$10,652,178,935.42",$537.91,"19,802,869BCH","$548,587,535.25"
2024-12-16,18,HBARHedera,HBAR,"$10,804,436,013.18",$0.2825,"38,248,746,455HBAR*","$835,843,478.90"
2024-12-16,17,XLMStellar,XLM,"$12,662,053,787.02",$0.4192,"30,204,619,848XLM*","$684,246,738.14"
2024-12-16,16,DOTPolkadot,DOT,"$13,384,012,554.50",$8.7514,"1,529,361,999DOT*","$630,039,845.75"
2024-12-16,15,SUISui,SUI,"$13,542,826,270.42",$4.6258,"2,927,660,019SUI*","$1,925,337,785.56"
2024-12-16,13,SHIBShiba Inu,SHIB,"$16,029,163,984.02",$0.0000272,"589,255,501,843,928SHIB*","$811,792,426.41"
2024-12-16,14,TONToncoin,TON,"$15,466,042,980.99",$6.0621,"2,551,251,231TON*","$430,431,828.29"
2024-12-16,24,NEARNEAR Protocol,NEAR,"$8,062,533,750.72",$6.6200,"1,217,906,155 NEAR *","$499,966,818.81"
2024-12-16,8,USDCUSDC,USDC,"$42,338,219,932.08",$0.9998,"42,347,705,284USDC*","$12,630,474,818.31"
2024-12-16,7,DOGEDogecoin,DOGE,"$59,177,058,717.25",$0.4019,"147,230,756,384DOGE","$3,891,164,218.82"
2024-12-16,6,SOLSolana,SOL,"$103,653,982,492.81",$216.33,"479,136,516SOL*","$5,071,129,914.38"
2024-12-16,5,BNBBNB,BNB,"$103,732,896,442.78",$720.33,"144,008,196BNB*","$2,276,490,784.90"
2024-12-16,4,USDTTether USDt,USDT,"$140,473,916,544.11",$1.0001,"140,454,146,489USDT*","$182,117,784,211.36"
2024-12-16,3,XRPXRP,XRP,"$142,321,025,464.51",$2.4887,"57,187,870,382XRP*","$12,061,755,484.82"
2024-12-16,2,ETHEthereum,ETH,"$480,292,982,313.85","$3,987.48","120,450,223ETH*","$46,536,359,669.05"
2024-12-16,50,OKBOKB,OKB,"$3,221,488,471.68",$53.69,"60,000,000 OKB *","$4,718,306.27"
2024-12-16,11,AVAXAvalanche,AVAX,"$20,075,675,621.08",$48.99,"409,764,036AVAX*","$862,749,861.80"
2024-12-16,9,ADACardano,ADA,"$37,888,687,351.68",$1.0789,"35,119,317,308ADA*","$1,536,006,594.89"
2024-12-16,22,LEOUNUS SED LEO,LEO,"$8,838,163,537.40",$9.5599,"924,506,333 LEO *","$1,280,546.27"
2024-12-16,40,FILFilecoin,FIL,"$3,999,771,998.32",$6.5376,"611,813,029 FIL","$443,687,824.03"
2024-12-16,12,LINKChainlink,LINK,"$18,018,290,043.24",$28.74,"626,849,970LINK*","$2,177,945,358.75"
2024-12-16,33,BGBBitget Token,BGB,"$4,817,398,291.30",$3.4410,"1,400,000,000 BGB *","$271,183,651.00"
2024-12-16,49,OPOptimism,OP,"$3,379,731,606.75",$2.5003,"1,351,719,035 OP *","$475,418,125.77"
2024-12-16,48,ALGOAlgorand,ALGO,"$3,441,197,504.94",$0.4137,"8,318,387,766 ALGO *","$353,781,732.35"
2024-12-16,47,ATOMCosmos,ATOM,"$3,476,003,180.61",$8.8915,"390,934,204 ATOM *","$354,965,553.42"
2024-12-16,46,ENAEthena,ENA,"$3,477,143,459.18",$1.1837,"2,937,500,000 ENA *","$781,695,734.60"
2024-12-16,45,STXStacks,STX,"$3,638,306,706.92",$2.4173,"1,505,081,499 STX","$518,466,627.48"
2024-12-16,44,OMMANTRA,OM,"$3,723,004,636.98",$3.9383,"945,330,583 OM *","$141,989,818.72"
2024-12-16,26,ICPInternet Computer,ICP,"$6,039,525,023.39",$12.69,"475,884,570 ICP *","$251,499,158.28"
2024-12-16,42,FTMFantom,FTM,"$3,893,355,070.30",$1.3887,"2,803,634,836 FTM *","$626,407,624.83"
2024-12-16,41,XMRMonero,XMR,"$3,911,985,110.33",$212.07,"18,446,744 XMR","$152,463,806.35"
2024-12-16,23,LTCLitecoin,LTC,"$8,898,484,113.31",$118.15,"75,314,406 LTC","$1,084,943,495.02"
2024-12-16,39,TAOBittensor,TAO,"$3,996,215,729.19",$541.42,"7,380,936 TAO *","$275,199,147.88"
2024-12-16,43,KASKaspa,KAS,"$3,760,652,712.53",$0.1482,"25,368,292,938 KAS","$216,871,538.66"
2024-12-16,27,USDeEthena USDe,USDe,"$5,925,860,207.76",$1.0013,"5,918,256,947 USDe *","$143,248,119.16"
2024-12-16,38,MNTMantle,MNT,"$4,080,981,265.25",$1.2121,"3,366,841,708 MNT *","$138,529,821.37"
2024-12-16,29,DAIDai,DAI,"$5,366,031,079.34",$1.0001,"5,365,382,703 DAI *","$173,393,002.35"
2024-12-16,30,CROCronos,CRO,"$4,719,550,990.33",$0.1776,"26,571,560,696 CRO *","$46,966,200.54"
2024-12-16,31,ETCEthereum Classic,ETC,"$4,980,744,105.00",$33.21,"149,973,213 ETC","$622,590,160.17"
2024-12-16,32,POLPOL (ex-MATIC),POL,"$4,972,099,797.59",$0.5931,"8,383,149,126 POL","$312,487,911.93"
2024-12-16,28,AAVEAave,AAVE,"$5,692,756,719.25",$379.14,"15,014,984 AAVE *","$1,579,143,720.75"
2024-12-16,34,RENDERRender,RENDER,"$4,612,547,548.24",$8.9099,"517,690,759 RENDER *","$707,002,739.74"
2024-12-16,35,VETVeChain,VET,"$4,492,376,843.29",$0.05547,"80,985,041,177 VET *","$136,330,044.49"
2024-12-16,36,FETArtificial Superintelligence Alliance,FET,"$4,173,298,798.00",$1.7133,"2,435,890,229 FET *","$357,917,181.84"
2024-12-16,37,ARBArbitrum,ARB,"$4,112,596,162.47",$1.0037,"4,097,359,817 ARB *","$825,100,037.24"
2024-12-23,67,JASMYJasmyCoin,JASMY,"$1,752,404,473.82",$0.03548,"49,394,999,677 JASMY *","$200,392,869.11"
2024-12-23,74,RAYRaydium,RAY,"$1,418,696,579.53",$4.8771,"290,888,824 RAY *","$102,820,179.78"
2024-12-23,68,FLOKIFLOKI,FLOKI,"$1,704,309,806.16",$0.0001775,"9,599,532,453,679 FLOKI *","$303,194,073.53"
2024-12-23,69,LDOLido DAO,LDO,"$1,613,542,603.04",$1.8005,"896,147,257 LDO *","$235,830,654.33"
2024-12-23,65,WLDWorldcoin,WLD,"$1,868,688,501.19",$2.3175,"806,326,180 WLD *","$364,536,108.34"
2024-12-23,71,FLRFlare,FLR,"$1,478,905,527.55",$0.02692,"54,942,611,412 FLR *","$12,750,301.88"
2024-12-23,72,MKRMaker,MKR,"$1,445,794,385.40","$1,622.51","891,086 MKR *","$111,101,547.82"
2024-12-23,73,SANDThe Sandbox,SAND,"$1,439,810,790.12",$0.5923,"2,430,857,126 SAND *","$358,365,926.03"
2024-12-23,70,BEAMBeam,BEAM,"$1,485,774,800.89",$0.03004,"49,466,004,168 BEAM *","$66,157,026.16"
2024-12-23,66,RUNETHORChain,RUNE,"$1,800,022,167.13",$5.2300,"344,170,760 RUNE *","$323,180,108.80"
2024-12-23,79,KCSKuCoin Token,KCS,"$1,378,969,921.85",$11.47,"120,225,681 KCS *","$1,304,945.62"
2024-12-23,59,GRTThe Graph,GRT,"$2,127,872,884.34",$0.2228,"9,548,531,509 GRT *","$107,954,488.65"
2024-12-23,62,FDUSDFirst Digital USD,FDUSD,"$1,934,804,769.21",$1.0022,"1,930,559,239 FDUSD *","$7,886,246,368.17"
2024-12-23,61,MOVEMovement,MOVE,"$1,958,913,139.42",$0.8706,"2,250,000,000 MOVE *","$870,247,977.56"
2024-12-23,60,WIFdogwifhat,WIF,"$2,022,123,536.33",$2.0245,"998,844,750 WIF *","$485,264,092.09"
2024-12-23,58,INJInjective,INJ,"$2,280,201,721.19",$23.04,"98,970,935 INJ *","$189,299,118.87"
2024-12-23,57,THETATheta Network,THETA,"$2,317,360,992.29",$2.3174,"1,000,000,000 THETA *","$70,538,628.84"
2024-12-23,56,ONDOOndo,ONDO,"$2,326,425,022.89",$1.6740,"1,389,759,838 ONDO *","$319,688,841.91"
2024-12-23,55,IMXImmutable,IMX,"$2,451,861,548.20",$1.4467,"1,694,765,880 IMX *","$80,649,744.66"
2024-12-23,54,BONKBonk,BONK,"$2,452,202,756.86",$0.00003234,"75,824,763,725,000 BONK *","$347,866,165.78"
2024-12-23,53,TIACelestia,TIA,"$2,464,295,179.19",$5.3157,"463,588,985 TIA *","$170,444,246.39"
2024-12-23,75,QNTQuant,QNT,"$1,408,259,534.52",$116.65,"12,072,738 QNT *","$36,692,261.21"
2024-12-23,64,PENGUPudgy Penguins,PENGU,"$1,888,260,712.54",$0.03025,"62,416,000,000 PENGU *","$501,221,597.68"
2024-12-23,63,SEISei,SEI,"$1,921,625,144.26",$0.4567,"4,207,777,777 SEI *","$278,069,640.43"
2024-12-23,90,IOTAIOTA,IOTA,"$1,151,243,245.08",$0.3239,"3,554,846,536 IOTA *","$65,684,607.11"
2024-12-23,52,STXStacks,STX,"$2,561,671,030.38",$1.7010,"1,506,023,038 STX","$190,144,412.47"
2024-12-23,51,OPOptimism,OP,"$2,597,862,612.79",$1.9219,"1,351,719,035 OP *","$419,871,139.04"
2024-12-23,78,XTZTezos,XTZ,"$1,381,078,370.54",$1.3535,"1,020,346,833 XTZ *","$80,619,206.34"
2024-12-23,100,AXSAxie Infinity,AXS,"$1,051,294,225.28",$6.6998,"156,913,484 AXS *","$101,729,127.40"
2024-12-23,99,AIOZAIOZ Network,AIOZ,"$1,068,362,860.92",$0.9325,"1,145,683,324 AIOZ *","$31,045,835.51"
2024-12-23,98,ZECZcash,ZEC,"$1,075,752,444.76",$65.88,"16,328,269 ZEC","$184,778,450.96"
2024-12-23,97,DYDXdYdX (Native),DYDX,"$1,094,312,804.95",$1.5369,"712,010,660 DYDX *","$56,510,330.12"
2024-12-23,96,BSVBitcoin SV,BSV,"$1,094,469,407.40",$55.27,"19,801,403 BSV","$63,424,342.36"
2024-12-23,95,FTTFTX Token,FTT,"$1,105,180,732.41",$3.3603,"328,895,104 FTT *","$98,440,142.59"
2024-12-23,94,AEROAerodrome Finance,AERO,"$1,109,634,872.27",$1.5498,"715,996,270 AERO *","$88,590,032.71"
2024-12-23,93,ARArweave,AR,"$1,115,170,106.43",$16.99,"65,652,466 AR *","$98,095,884.29"
2024-12-23,89,JUPJupiter,JUP,"$1,173,605,672.73",$0.8693,"1,350,000,000 JUP *","$103,258,137.53"
2024-12-23,92,STRKStarknet,STRK,"$1,116,666,011.91",$0.4943,"2,259,283,720 STRK *","$135,113,699.71"
2024-12-23,77,GALAGala,GALA,"$1,382,818,832.57",$0.03779,"36,594,200,687 GALA *","$251,016,699.37"
2024-12-23,88,GTGateToken,GT,"$1,191,778,321.16",$13.44,"88,695,960 GT *","$8,839,350.95"
2024-12-23,87,CRVCurve DAO Token,CRV,"$1,195,270,703.92",$0.9517,"1,255,972,604 CRV *","$616,369,057.05"
2024-12-23,76,PYTHPyth Network,PYTH,"$1,391,216,410.72",$0.3838,"3,624,988,786 PYTH *","$102,436,996.11"
2024-12-23,85,XDCXDC Network,XDC,"$1,266,767,214.25",$0.08483,"14,932,919,360 XDC *","$46,189,539.14"
2024-12-23,84,HNTHelium,HNT,"$1,272,813,351.90",$7.2619,"175,272,126 HNT","$33,248,631.70"
2024-12-23,83,EOSEOS,EOS,"$1,295,367,902.32",$0.8436,"1,535,542,924 EOS *","$224,400,693.28"
2024-12-23,82,ENSEthereum Name Service,ENS,"$1,307,113,527.46",$37.15,"35,188,371 ENS *","$347,001,507.80"
2024-12-23,81,BRETTBrett (Based),BRETT,"$1,349,537,509.77",$0.1362,"9,910,236,395 BRETT *","$45,355,990.49"
2024-12-23,80,KAIAKaia,KAIA,"$1,355,379,095.26",$0.2297,"5,901,374,432 KAIA *","$42,500,922.72"
2024-12-23,86,FLOWFlow,FLOW,"$1,198,730,340.18",$0.7724,"1,552,021,963 FLOW *","$98,417,065.18"
2024-12-23,91,BTTBitTorrent [New],BTT,"$1,127,475,930.41",$0.00000116,"968,246,428,571,000 BTT *","$55,970,539.20"
2024-12-23,27,USDeEthena USDe,USDe,"$5,916,518,339.79",$0.9988,"5,923,561,542 USDe *","$120,766,954.24"
2024-12-23,48,FTMFantom,FTM,"$2,916,521,194.08",$1.0403,"2,803,634,836 FTM *","$451,221,278.44"
2024-12-23,22,LTCLitecoin,LTC,"$8,026,497,610.44",$106.54,"75,339,537 LTC","$853,944,666.75"
2024-12-23,21,UNIUniswap,UNI,"$8,566,852,884.75",$14.27,"600,483,074 UNI *","$655,416,129.82"
2024-12-23,20,LEOUNUS SED LEO,LEO,"$8,635,717,668.43",$9.3415,"924,442,950LEO*","$1,695,671.11"
2024-12-23,19,BCHBitcoin Cash,BCH,"$9,116,568,216.30",$460.29,"19,805,969BCH","$431,340,213.42"
2024-12-23,18,HBARHedera,HBAR,"$11,148,712,966.00",$0.2915,"38,252,162,550HBAR*","$1,101,098,350.65"
2024-12-23,17,XLMStellar,XLM,"$11,196,843,091.18",$0.3699,"30,267,900,295XLM*","$467,022,633.16"
2024-12-23,16,DOTPolkadot,DOT,"$11,284,809,437.61",$7.3677,"1,531,663,134DOT*","$478,366,374.41"
2024-12-23,15,SHIBShiba Inu,SHIB,"$13,237,927,760.80",$0.00002247,"589,255,470,441,976SHIB*","$725,031,683.09"
2024-12-23,12,LINKChainlink,LINK,"$15,620,057,565.79",$24.48,"638,099,970LINK*","$1,418,414,647.08"
2024-12-23,49,OKBOKB,OKB,"$2,769,547,529.04",$46.16,"60,000,000 OKB *","$2,657,736.01"
2024-12-23,10,TRXTRON,TRX,"$21,737,263,752.52",$0.2521,"86,213,285,493TRX*","$1,283,469,984.37"
2024-12-23,5,BNBBNB,BNB,"$99,797,354,199.30",$693.00,"144,007,570BNB*","$1,738,271,694.84"
2024-12-23,2,ETHEthereum,ETH,"$411,456,119,776.82","$3,415.79","120,457,251ETH*","$34,496,081,389.08"
2024-12-23,3,USDTTether USDt,USDT,"$139,669,369,453.77",$0.9987,"139,848,269,931USDT*","$143,549,331,087.04"
2024-12-23,4,XRPXRP,XRP,"$129,233,651,018.37",$2.2573,"57,252,380,420XRP*","$10,144,129,668.05"
2024-12-23,50,ATOMCosmos,ATOM,"$2,711,755,246.70",$6.9366,"390,934,204 ATOM *","$238,394,193.43"
2024-12-23,6,SOLSolana,SOL,"$90,977,737,636.82",$189.75,"479,451,728SOL*","$4,922,594,345.21"
2024-12-23,7,DOGEDogecoin,DOGE,"$47,765,930,041.10",$0.3242,"147,326,216,384DOGE","$4,390,431,993.10"
2024-12-23,8,USDCUSDC,USDC,"$43,100,861,042.30",$1.0000,"43,100,108,404USDC*","$9,456,995,472.96"
2024-12-23,9,ADACardano,ADA,"$32,465,224,651.30",$0.9242,"35,126,169,612ADA*","$1,295,330,633.43"
2024-12-23,42,FETArtificial Superintelligence Alliance,FET,"$3,343,029,923.61",$1.3701,"2,439,966,680 FET *","$362,194,837.52"
2024-12-23,23,PEPEPepe,PEPE,"$7,759,740,367.22",$0.00001845,"420,689,899,999,995 PEPE *","$2,187,567,798.87"
2024-12-23,11,AVAXAvalanche,AVAX,"$15,995,448,589.60",$39.03,"409,840,178AVAX*","$789,241,250.43"
2024-12-23,14,SUISui,SUI,"$13,793,323,316.95",$4.7114,"2,927,660,019SUI*","$2,328,842,318.71"
2024-12-23,39,TAOBittensor,TAO,"$3,573,459,650.74",$484.15,"7,380,936 TAO *","$257,350,678.99"
2024-12-23,24,HYPEHyperliquid,HYPE,"$7,722,059,864.63",$28.50,"270,908,567 HYPE *","$674,320,744.52"
2024-12-23,47,VIRTUALVirtuals Protocol,VIRTUAL,"$3,029,469,250.89",$3.0295,"1,000,000,000 VIRTUAL *","$318,927,339.25"
2024-12-23,46,KASKaspa,KAS,"$3,092,103,430.57",$0.1217,"25,413,062,989 KAS","$184,906,378.45"
2024-12-23,45,ALGOAlgorand,ALGO,"$3,125,766,662.82",$0.375,"8,334,767,018 ALGO *","$414,983,910.09"
2024-12-23,44,ENAEthena,ENA,"$3,156,874,769.33",$1.0747,"2,937,500,000 ENA *","$709,634,309.09"
2024-12-23,43,FILFilecoin,FIL,"$3,180,969,414.08",$5.1827,"613,771,900 FIL","$395,664,645.18"
2024-12-23,41,ARBArbitrum,ARB,"$3,361,960,864.66",$0.7985,"4,210,111,968 ARB *","$540,138,276.37"
2024-12-23,40,XMRMonero,XMR,"$3,520,605,559.39",$190.85,"18,446,744 XMR","$80,149,380.82"
2024-12-23,38,OMMANTRA,OM,"$3,578,265,801.69",$3.7670,"949,905,292 OM *","$64,664,993.23"
2024-12-23,28,AAVEAave,AAVE,"$5,767,988,561.04",$384.06,"15,018,380 AAVE *","$1,482,994,023.79"
2024-12-23,13,TONToncoin,TON,"$14,258,293,511.44",$5.5873,"2,551,924,554TON*","$245,334,052.57"
2024-12-23,25,NEARNEAR Protocol,NEAR,"$6,611,905,961.26",$5.4289,"1,217,906,155 NEAR *","$936,054,919.59"
2024-12-23,35,MNTMantle,MNT,"$4,068,564,807.40",$1.2084,"3,366,841,708 MNT *","$146,299,365.12"
2024-12-23,36,RENDERRender,RENDER,"$3,951,256,027.86",$7.6324,"517,696,509 RENDER *","$542,428,008.82"
2024-12-23,1,BTCBitcoin,BTC,"$1,874,814,999,890.40","$94,686.24","19,800,290BTC","$65,239,002,918.62"
2024-12-23,37,VETVeChain,VET,"$3,939,270,770.41",$0.04864,"80,985,041,177 VET *","$108,282,056.22"
2024-12-23,29,APTAptos,APT,"$5,400,816,409.41",$9.7059,"556,445,322 APT *","$532,953,138.71"
2024-12-23,30,DAIDai,DAI,"$5,363,523,642.90",$0.9997,"5,365,382,703 DAI *","$162,123,396.48"
2024-12-23,26,BGBBitget Token,BGB,"$5,974,750,403.38",$4.2677,"1,400,000,000 BGB *","$142,869,051.79"
2024-12-23,32,CROCronos,CRO,"$4,313,284,288.60",$0.1623,"26,571,560,696 CRO *","$39,921,197.39"
2024-12-23,33,POLPOL (ex-MATIC),POL,"$4,203,252,823.50",$0.5004,"8,399,153,488 POL","$260,538,929.07"
2024-12-23,34,ETCEthereum Classic,ETC,"$4,124,690,897.70",$27.49,"150,065,058 ETC","$281,225,273.40"
2024-12-23,31,ICPInternet Computer,ICP,"$5,133,041,268.51",$10.75,"477,496,994 ICP *","$212,626,112.33"
2024-12-30,73,XTZTezos,XTZ,"$1,381,409,685.58",$1.3522,"1,021,599,865 XTZ *","$80,913,336.05"
2024-12-30,66,LDOLido DAO,LDO,"$1,679,603,137.46",$1.8745,"896,046,961 LDO *","$213,008,113.79"
2024-12-30,67,FLOKIFLOKI,FLOKI,"$1,671,822,856.61",$0.0001742,"9,599,369,391,663 FLOKI *","$258,651,405.14"
2024-12-30,68,JASMYJasmyCoin,JASMY,"$1,593,842,979.97",$0.03227,"49,394,999,677 JASMY *","$151,974,217.10"
2024-12-30,69,RUNETHORChain,RUNE,"$1,549,227,996.75",$4.5365,"341,500,237 RUNE *","$224,838,138.56"
2024-12-30,74,MKRMaker,MKR,"$1,335,522,111.12","$1,497.61","891,769 MKR *","$102,115,063.96"
2024-12-30,89,ARArweave,AR,"$1,112,780,218.67",$16.95,"65,652,466 AR *","$88,646,410.53"
2024-12-30,71,GTGateToken,GT,"$1,417,816,886.26",$15.98,"88,711,762 GT *","$14,880,764.68"
2024-12-30,72,FLRFlare,FLR,"$1,406,658,477.26",$0.02558,"54,987,329,895 FLR *","$13,413,830.86"
2024-12-30,65,SEISei,SEI,"$1,696,560,699.31",$0.4032,"4,207,777,777 SEI *","$202,449,277.24"
